FIL2,HAL2
NA,PhHAL.4G227900
NA,PhHAL.4G233700
NA,PhHAL.4G238600
NA,PhHAL.4G241500
NA,PhHAL.4G242500
NA,PhHAL.4G244200
NA,PhHAL.4G244300
NA,PhHAL.4G244400
NA,PhHAL.4G244500
NA,PhHAL.4G249500
NA,PhHAL.4G250600
NA,PhHAL.4G251200
NA,PhHAL.4G255600
NA,PhHAL.4G265500
NA,PhHAL.4G266000
NA,PhHAL.4G267000
NA,PhHAL.4G269100
NA,PhHAL.4G272000
NA,PhHAL.4G274900
NA,PhHAL.4G275000
NA,PhHAL.4G275700
NA,PhHAL.4G276300
NA,PhHAL.4G276500
NA,PhHAL.4G277000
NA,PhHAL.4G278300
NA,PhHAL.4G285000
NA,PhHAL.4G287400
NA,PhHAL.4G289500
NA,PhHAL.4G290500
NA,PhHAL.4G293000
NA,PhHAL.4G293600
NA,PhHAL.4G294500
NA,PhHAL.4G298900
NA,PhHAL.4G299300
NA,PhHAL.4G299500
NA,PhHAL.4G299600
NA,PhHAL.4G300200
NA,PhHAL.4G300900
NA,PhHAL.4G301000
NA,PhHAL.4G304900
NA,PhHAL.4G305100
NA,PhHAL.4G308200
NA,PhHAL.4G311000
NA,PhHAL.4G311600
NA,PhHAL.4G312000
NA,PhHAL.4G312100
NA,PhHAL.4G314800
NA,PhHAL.4G315300
NA,PhHAL.4G319600
NA,PhHAL.4G319900
NA,PhHAL.4G320000
NA,PhHAL.4G320200
NA,PhHAL.4G320600
NA,PhHAL.4G322700
NA,PhHAL.4G322800
NA,PhHAL.4G323800
NA,PhHAL.4G324100
NA,PhHAL.4G324600
NA,PhHAL.4G325400
NA,PhHAL.4G326600
NA,PhHAL.4G328100
NA,PhHAL.4G329400
NA,PhHAL.4G329900
NA,PhHAL.4G330000
NA,PhHAL.4G330100
NA,PhHAL.4G330500
NA,PhHAL.4G330900
NA,PhHAL.4G331700
NA,PhHAL.4G334100
NA,PhHAL.4G335000
NA,PhHAL.4G338200
NA,PhHAL.4G339800
NA,PhHAL.4G340200
NA,PhHAL.4G341200
NA,PhHAL.4G343800
NA,PhHAL.4G345500
NA,PhHAL.4G347100
NA,PhHAL.4G348000
NA,PhHAL.4G348600
NA,PhHAL.4G350000
NA,PhHAL.4G350100
NA,PhHAL.4G350700
NA,PhHAL.4G352700
NA,PhHAL.4G359300
NA,PhHAL.4G359400
NA,PhHAL.4G362000
NA,PhHAL.4G366200
NA,PhHAL.4G366300
NA,PhHAL.5G000400
NA,PhHAL.5G000600
NA,PhHAL.5G001300
NA,PhHAL.5G005500
NA,PhHAL.5G007500
NA,PhHAL.5G015400
NA,PhHAL.5G018100
NA,PhHAL.5G018500
NA,PhHAL.5G019100
NA,PhHAL.5G034100
NA,PhHAL.5G038600
NA,PhHAL.5G039800
NA,PhHAL.5G039900
NA,PhHAL.5G045400
NA,PhHAL.5G053000
NA,PhHAL.5G055600
NA,PhHAL.5G056000
NA,PhHAL.5G056100
NA,PhHAL.5G056200
NA,PhHAL.5G057600
NA,PhHAL.5G059100
NA,PhHAL.5G059600
NA,PhHAL.5G061300
NA,PhHAL.5G065200
NA,PhHAL.5G068600
NA,PhHAL.5G073300
NA,PhHAL.5G075300
NA,PhHAL.5G075800
NA,PhHAL.5G079300
NA,PhHAL.5G079500
NA,PhHAL.5G080100
NA,PhHAL.5G080700
NA,PhHAL.5G082500
NA,PhHAL.5G082900
NA,PhHAL.5G084400
NA,PhHAL.5G088500
NA,PhHAL.5G092500
NA,PhHAL.5G094100
NA,PhHAL.5G095400
NA,PhHAL.5G098100
NA,PhHAL.5G098900
NA,PhHAL.5G100100
NA,PhHAL.5G101700
NA,PhHAL.5G103100
NA,PhHAL.5G104500
NA,PhHAL.5G105500
NA,PhHAL.5G106900
NA,PhHAL.5G108200
NA,PhHAL.5G108700
NA,PhHAL.5G111500
NA,PhHAL.5G111600
NA,PhHAL.5G113100
NA,PhHAL.5G115000
NA,PhHAL.5G115800
NA,PhHAL.5G118000
NA,PhHAL.5G122100
NA,PhHAL.5G122500
NA,PhHAL.5G123500
NA,PhHAL.5G123800
NA,PhHAL.5G128400
NA,PhHAL.5G132200
NA,PhHAL.5G133000
NA,PhHAL.5G133300
NA,PhHAL.5G134600
NA,PhHAL.5G134700
NA,PhHAL.5G139500
NA,PhHAL.5G139800
NA,PhHAL.5G140500
NA,PhHAL.5G141100
NA,PhHAL.5G147400
NA,PhHAL.5G147600
NA,PhHAL.5G147800
NA,PhHAL.5G152100
NA,PhHAL.5G156900
NA,PhHAL.5G163700
NA,PhHAL.5G163900
NA,PhHAL.5G164000
NA,PhHAL.5G164100
NA,PhHAL.5G164700
NA,PhHAL.5G168500
NA,PhHAL.5G170800
NA,PhHAL.5G180700
NA,PhHAL.5G181100
NA,PhHAL.5G183900
NA,PhHAL.5G184200
NA,PhHAL.5G184900
NA,PhHAL.5G185000
NA,PhHAL.5G188000
NA,PhHAL.5G190500
NA,PhHAL.5G191700
NA,PhHAL.5G193400
NA,PhHAL.5G194000
NA,PhHAL.5G194800
NA,PhHAL.5G196000
NA,PhHAL.5G196100
NA,PhHAL.5G196200
NA,PhHAL.5G196400
NA,PhHAL.5G198700
NA,PhHAL.5G199900
NA,PhHAL.5G200200
NA,PhHAL.5G201000
NA,PhHAL.5G202600
NA,PhHAL.5G203600
NA,PhHAL.5G203700
NA,PhHAL.5G205200
NA,PhHAL.5G206300
NA,PhHAL.5G209000
NA,PhHAL.5G209300
NA,PhHAL.5G209400
NA,PhHAL.5G210400
NA,PhHAL.5G210700
NA,PhHAL.5G214500
NA,PhHAL.5G220300
NA,PhHAL.5G223900
NA,PhHAL.5G226600
NA,PhHAL.5G227600
NA,PhHAL.5G229200
NA,PhHAL.5G234300
NA,PhHAL.5G234400
NA,PhHAL.5G234600
NA,PhHAL.5G239100
NA,PhHAL.5G239700
NA,PhHAL.5G240100
NA,PhHAL.5G240400
NA,PhHAL.5G241400
NA,PhHAL.5G251000
NA,PhHAL.5G251100
NA,PhHAL.5G251300
NA,PhHAL.5G251800
NA,PhHAL.5G254200
NA,PhHAL.5G254800
NA,PhHAL.5G259000
NA,PhHAL.5G260800
NA,PhHAL.5G262100
NA,PhHAL.5G262300
NA,PhHAL.5G263400
NA,PhHAL.5G263500
NA,PhHAL.5G264000
NA,PhHAL.5G264200
NA,PhHAL.5G265200
NA,PhHAL.5G266300
NA,PhHAL.5G266900
NA,PhHAL.5G267600
NA,PhHAL.5G268500
NA,PhHAL.5G268600
NA,PhHAL.5G268800
NA,PhHAL.5G270700
NA,PhHAL.5G274800
NA,PhHAL.5G275000
NA,PhHAL.5G275300
NA,PhHAL.5G275800
NA,PhHAL.5G277500
NA,PhHAL.5G280300
NA,PhHAL.5G280400
NA,PhHAL.5G283000
NA,PhHAL.5G283900
NA,PhHAL.5G285800
NA,PhHAL.5G286600
NA,PhHAL.5G287300
NA,PhHAL.5G287400
NA,PhHAL.5G289600
NA,PhHAL.5G289700
NA,PhHAL.5G291500
NA,PhHAL.5G292500
NA,PhHAL.5G294700
NA,PhHAL.5G300700
NA,PhHAL.5G300800
NA,PhHAL.5G302500
NA,PhHAL.5G303600
NA,PhHAL.5G309200
NA,PhHAL.5G310400
NA,PhHAL.5G310800
NA,PhHAL.5G310900
NA,PhHAL.5G312700
NA,PhHAL.5G313000
NA,PhHAL.5G318000
NA,PhHAL.5G318200
NA,PhHAL.5G320700
NA,PhHAL.5G325000
NA,PhHAL.5G328300
NA,PhHAL.5G328400
NA,PhHAL.5G333500
NA,PhHAL.5G333700
NA,PhHAL.5G334300
NA,PhHAL.5G336100
NA,PhHAL.5G336900
NA,PhHAL.5G337500
NA,PhHAL.5G339500
NA,PhHAL.5G339700
NA,PhHAL.5G343200
NA,PhHAL.5G345500
NA,PhHAL.5G346200
NA,PhHAL.5G347200
NA,PhHAL.5G349600
NA,PhHAL.5G350900
NA,PhHAL.5G351400
NA,PhHAL.5G351600
NA,PhHAL.5G353900
NA,PhHAL.5G354100
NA,PhHAL.5G354600
NA,PhHAL.5G354700
NA,PhHAL.5G357300
NA,PhHAL.5G362600
NA,PhHAL.5G363600
NA,PhHAL.5G364900
NA,PhHAL.5G366300
NA,PhHAL.5G367400
NA,PhHAL.5G371200
NA,PhHAL.5G379100
NA,PhHAL.5G385300
NA,PhHAL.5G389200
NA,PhHAL.5G389500
NA,PhHAL.5G389800
NA,PhHAL.5G389900
NA,PhHAL.5G390600
NA,PhHAL.5G392400
NA,PhHAL.5G392500
NA,PhHAL.5G392900
NA,PhHAL.5G393000
NA,PhHAL.5G394500
NA,PhHAL.5G395100
NA,PhHAL.5G395300
NA,PhHAL.5G395400
NA,PhHAL.5G397000
NA,PhHAL.5G397200
NA,PhHAL.5G397300
NA,PhHAL.5G402500
NA,PhHAL.5G402600
NA,PhHAL.5G403000
NA,PhHAL.5G403300
NA,PhHAL.5G405300
NA,PhHAL.5G407200
NA,PhHAL.5G407500
NA,PhHAL.5G408100
NA,PhHAL.5G408200
NA,PhHAL.5G409200
NA,PhHAL.5G410400
NA,PhHAL.5G411500
NA,PhHAL.5G412600
NA,PhHAL.5G412700
NA,PhHAL.5G414800
NA,PhHAL.5G415200
NA,PhHAL.5G416000
NA,PhHAL.5G416100
NA,PhHAL.5G418500
NA,PhHAL.5G420000
NA,PhHAL.5G420700
NA,PhHAL.5G421000
NA,PhHAL.5G422200
NA,PhHAL.5G422400
NA,PhHAL.5G422600
NA,PhHAL.5G423600
NA,PhHAL.5G425400
NA,PhHAL.5G425600
NA,PhHAL.5G425700
NA,PhHAL.5G425800
NA,PhHAL.5G428800
NA,PhHAL.5G430100
NA,PhHAL.5G430500
NA,PhHAL.5G431000
NA,PhHAL.5G431100
NA,PhHAL.5G432100
NA,PhHAL.5G432500
NA,PhHAL.5G433200
NA,PhHAL.5G433700
NA,PhHAL.5G433800
NA,PhHAL.5G433900
NA,PhHAL.5G434300
NA,PhHAL.5G435300
NA,PhHAL.5G435900
NA,PhHAL.5G437300
NA,PhHAL.5G437500
NA,PhHAL.5G439300
NA,PhHAL.5G439400
NA,PhHAL.5G439500
NA,PhHAL.5G440000
NA,PhHAL.5G440500
NA,PhHAL.5G441600
NA,PhHAL.5G445800
NA,PhHAL.5G446200
NA,PhHAL.5G446300
NA,PhHAL.5G448400
NA,PhHAL.5G450000
NA,PhHAL.5G450400
NA,PhHAL.5G450600
NA,PhHAL.5G453800
NA,PhHAL.5G453900
NA,PhHAL.5G454000
NA,PhHAL.5G454100
NA,PhHAL.5G454200
NA,PhHAL.5G454400
NA,PhHAL.5G460200
NA,PhHAL.5G461100
NA,PhHAL.5G466100
NA,PhHAL.5G466900
NA,PhHAL.5G469800
NA,PhHAL.5G470000
NA,PhHAL.5G470300
NA,PhHAL.5G470600
NA,PhHAL.5G470700
NA,PhHAL.5G472300
NA,PhHAL.5G478200
NA,PhHAL.5G478400
NA,PhHAL.5G479900
NA,PhHAL.5G480200
NA,PhHAL.5G480300
NA,PhHAL.5G480400
NA,PhHAL.5G480700
NA,PhHAL.5G481600
NA,PhHAL.5G487100
NA,PhHAL.5G488000
NA,PhHAL.5G488100
NA,PhHAL.5G488400
NA,PhHAL.5G488500
NA,PhHAL.5G488600
NA,PhHAL.5G490600
NA,PhHAL.5G491300
NA,PhHAL.5G495700
NA,PhHAL.5G496200
NA,PhHAL.5G496300
NA,PhHAL.5G496500
NA,PhHAL.5G497300
NA,PhHAL.5G497600
NA,PhHAL.5G498500
NA,PhHAL.5G498800
NA,PhHAL.5G501700
NA,PhHAL.5G502100
NA,PhHAL.5G502800
NA,PhHAL.5G504800
NA,PhHAL.5G507700
NA,PhHAL.5G508300
NA,PhHAL.5G509400
NA,PhHAL.5G512900
NA,PhHAL.5G513500
NA,PhHAL.5G514700
NA,PhHAL.5G514900
NA,PhHAL.5G515900
NA,PhHAL.5G516100
NA,PhHAL.5G516900
NA,PhHAL.5G517000
NA,PhHAL.5G518900
NA,PhHAL.5G519700
NA,PhHAL.5G520400
NA,PhHAL.5G521300
NA,PhHAL.5G528600
NA,PhHAL.5G530400
NA,PhHAL.5G531400
NA,PhHAL.5G531900
NA,PhHAL.5G532700
NA,PhHAL.5G540100
NA,PhHAL.5G542600
NA,PhHAL.5G542700
NA,PhHAL.5G544800
NA,PhHAL.6G000700
NA,PhHAL.6G002900
NA,PhHAL.6G003000
NA,PhHAL.6G005200
NA,PhHAL.6G005600
NA,PhHAL.6G006500
NA,PhHAL.6G007900
NA,PhHAL.6G008900
NA,PhHAL.6G009000
NA,PhHAL.6G009500
NA,PhHAL.6G009600
NA,PhHAL.6G009700
NA,PhHAL.6G010100
NA,PhHAL.6G010900
NA,PhHAL.6G012600
NA,PhHAL.6G012900
NA,PhHAL.6G018000
NA,PhHAL.6G021700
NA,PhHAL.6G022400
NA,PhHAL.6G026500
NA,PhHAL.6G026900
NA,PhHAL.6G028200
NA,PhHAL.6G034800
NA,PhHAL.6G035300
NA,PhHAL.6G036100
NA,PhHAL.6G037800
NA,PhHAL.6G040100
NA,PhHAL.6G040800
NA,PhHAL.6G045200
NA,PhHAL.6G046900
NA,PhHAL.6G049800
NA,PhHAL.6G051600
NA,PhHAL.6G052100
NA,PhHAL.6G052400
NA,PhHAL.6G054100
NA,PhHAL.6G054500
NA,PhHAL.6G058200
NA,PhHAL.6G061800
NA,PhHAL.6G062200
NA,PhHAL.6G062900
NA,PhHAL.6G063000
NA,PhHAL.6G063100
NA,PhHAL.6G063400
NA,PhHAL.6G063900
NA,PhHAL.6G064300
NA,PhHAL.6G064600
NA,PhHAL.6G068300
NA,PhHAL.6G068400
NA,PhHAL.6G068600
NA,PhHAL.6G072900
NA,PhHAL.6G073100
NA,PhHAL.6G075100
NA,PhHAL.6G077000
NA,PhHAL.6G078000
NA,PhHAL.6G080500
NA,PhHAL.6G081300
NA,PhHAL.6G083600
NA,PhHAL.6G083700
NA,PhHAL.6G085200
NA,PhHAL.6G085300
NA,PhHAL.6G085400
NA,PhHAL.6G086400
NA,PhHAL.6G087800
NA,PhHAL.6G088800
NA,PhHAL.6G088900
NA,PhHAL.6G089700
NA,PhHAL.6G092300
NA,PhHAL.6G095400
NA,PhHAL.6G096900
NA,PhHAL.6G097000
NA,PhHAL.6G097900
NA,PhHAL.6G100400
NA,PhHAL.6G103000
NA,PhHAL.6G104800
NA,PhHAL.6G104900
NA,PhHAL.6G105700
NA,PhHAL.6G112100
NA,PhHAL.6G112200
NA,PhHAL.6G113000
NA,PhHAL.6G116100
NA,PhHAL.6G120700
NA,PhHAL.6G121900
NA,PhHAL.6G122200
NA,PhHAL.6G124600
NA,PhHAL.6G125300
NA,PhHAL.6G125800
NA,PhHAL.6G126000
NA,PhHAL.6G134800
NA,PhHAL.6G138600
NA,PhHAL.6G139800
NA,PhHAL.6G142400
NA,PhHAL.6G142800
NA,PhHAL.6G148400
NA,PhHAL.6G154600
NA,PhHAL.6G155200
NA,PhHAL.6G155600
NA,PhHAL.6G159200
NA,PhHAL.6G160700
NA,PhHAL.6G161300
NA,PhHAL.6G161400
NA,PhHAL.6G164000
NA,PhHAL.6G164200
NA,PhHAL.6G164500
NA,PhHAL.6G166100
NA,PhHAL.6G166500
NA,PhHAL.6G169100
NA,PhHAL.6G169300
NA,PhHAL.6G169400
NA,PhHAL.6G171000
NA,PhHAL.6G171500
NA,PhHAL.6G172400
NA,PhHAL.6G174500
NA,PhHAL.6G175200
NA,PhHAL.6G176700
NA,PhHAL.6G176800
NA,PhHAL.6G177200
NA,PhHAL.6G178300
NA,PhHAL.6G179300
NA,PhHAL.6G179900
NA,PhHAL.6G180900
NA,PhHAL.6G181200
NA,PhHAL.6G184500
NA,PhHAL.6G184600
NA,PhHAL.6G186000
NA,PhHAL.6G186500
NA,PhHAL.6G186600
NA,PhHAL.6G189700
NA,PhHAL.6G190700
NA,PhHAL.6G191800
NA,PhHAL.6G191900
NA,PhHAL.6G192800
NA,PhHAL.6G194700
NA,PhHAL.6G196200
NA,PhHAL.6G197800
NA,PhHAL.6G198000
NA,PhHAL.6G199200
NA,PhHAL.6G199300
NA,PhHAL.6G200400
NA,PhHAL.6G201400
NA,PhHAL.6G201700
NA,PhHAL.6G202400
NA,PhHAL.6G203700
NA,PhHAL.6G205400
NA,PhHAL.6G206900
NA,PhHAL.6G208700
NA,PhHAL.6G208900
NA,PhHAL.6G209100
NA,PhHAL.6G209400
NA,PhHAL.6G210500
NA,PhHAL.6G212100
NA,PhHAL.6G213700
NA,PhHAL.6G214400
NA,PhHAL.6G214700
NA,PhHAL.6G219400
NA,PhHAL.6G219700
NA,PhHAL.6G224400
NA,PhHAL.6G224500
NA,PhHAL.6G224900
NA,PhHAL.6G225300
NA,PhHAL.6G227700
NA,PhHAL.6G228300
NA,PhHAL.6G228400
NA,PhHAL.6G228500
NA,PhHAL.6G229600
NA,PhHAL.6G230900
NA,PhHAL.6G231100
NA,PhHAL.6G234800
NA,PhHAL.6G237100
NA,PhHAL.6G241200
NA,PhHAL.6G241400
NA,PhHAL.6G241500
NA,PhHAL.6G242600
NA,PhHAL.6G242800
NA,PhHAL.6G242900
NA,PhHAL.6G243300
NA,PhHAL.6G243400
NA,PhHAL.6G245500
NA,PhHAL.6G246300
NA,PhHAL.6G246800
NA,PhHAL.6G248500
NA,PhHAL.6G249700
NA,PhHAL.6G252500
NA,PhHAL.6G256300
NA,PhHAL.6G257400
NA,PhHAL.6G258400
NA,PhHAL.6G259100
NA,PhHAL.6G261400
NA,PhHAL.6G262300
NA,PhHAL.6G265600
NA,PhHAL.6G265900
NA,PhHAL.6G266200
NA,PhHAL.6G266300
NA,PhHAL.6G266400
NA,PhHAL.6G267500
NA,PhHAL.6G268500
NA,PhHAL.6G269900
NA,PhHAL.6G270300
NA,PhHAL.6G272600
NA,PhHAL.6G272900
NA,PhHAL.6G273300
NA,PhHAL.6G275600
NA,PhHAL.6G275700
NA,PhHAL.6G275800
NA,PhHAL.6G276000
NA,PhHAL.6G276800
NA,PhHAL.6G278200
NA,PhHAL.6G278300
NA,PhHAL.6G279900
NA,PhHAL.6G280300
NA,PhHAL.6G280600
NA,PhHAL.6G281000
NA,PhHAL.6G281500
NA,PhHAL.6G281800
NA,PhHAL.6G284200
NA,PhHAL.6G288100
NA,PhHAL.6G290200
NA,PhHAL.6G294400
NA,PhHAL.6G295400
NA,PhHAL.7G000400
NA,PhHAL.7G002200
NA,PhHAL.7G002300
NA,PhHAL.7G005200
NA,PhHAL.7G005300
NA,PhHAL.7G005500
NA,PhHAL.7G009000
NA,PhHAL.7G009100
NA,PhHAL.7G010700
NA,PhHAL.7G011900
NA,PhHAL.7G014000
NA,PhHAL.7G015800
NA,PhHAL.7G015900
NA,PhHAL.7G016900
NA,PhHAL.7G018200
NA,PhHAL.7G019700
NA,PhHAL.7G022000
NA,PhHAL.7G023300
NA,PhHAL.7G023900
NA,PhHAL.7G028500
NA,PhHAL.7G029400
NA,PhHAL.7G038600
NA,PhHAL.7G039800
NA,PhHAL.7G048200
NA,PhHAL.7G053900
NA,PhHAL.7G060600
NA,PhHAL.7G064000
NA,PhHAL.7G069800
NA,PhHAL.7G071100
NA,PhHAL.7G071800
NA,PhHAL.7G078400
NA,PhHAL.7G078600
NA,PhHAL.7G079400
NA,PhHAL.7G080300
NA,PhHAL.7G086000
NA,PhHAL.7G087400
NA,PhHAL.7G087700
NA,PhHAL.7G088000
NA,PhHAL.7G091100
NA,PhHAL.7G093000
NA,PhHAL.7G095900
NA,PhHAL.7G096900
NA,PhHAL.7G097600
NA,PhHAL.7G097800
NA,PhHAL.7G100300
NA,PhHAL.7G107200
NA,PhHAL.7G107400
NA,PhHAL.7G108000
NA,PhHAL.7G110500
NA,PhHAL.7G111400
NA,PhHAL.7G111600
NA,PhHAL.7G112400
NA,PhHAL.7G112600
NA,PhHAL.7G115100
NA,PhHAL.7G118000
NA,PhHAL.7G119200
NA,PhHAL.7G120200
NA,PhHAL.7G120300
NA,PhHAL.7G121000
NA,PhHAL.7G121300
NA,PhHAL.7G123500
NA,PhHAL.7G124300
NA,PhHAL.7G127100
NA,PhHAL.7G127300
NA,PhHAL.7G127400
NA,PhHAL.7G127500
NA,PhHAL.7G127800
NA,PhHAL.7G128700
NA,PhHAL.7G130600
NA,PhHAL.7G131600
NA,PhHAL.7G133100
NA,PhHAL.7G137700
NA,PhHAL.7G140100
NA,PhHAL.7G142900
NA,PhHAL.7G145200
NA,PhHAL.7G149900
NA,PhHAL.7G151900
NA,PhHAL.7G153800
NA,PhHAL.7G156500
NA,PhHAL.7G156600
NA,PhHAL.7G160400
NA,PhHAL.7G162600
NA,PhHAL.7G168600
NA,PhHAL.7G169200
NA,PhHAL.7G173200
NA,PhHAL.7G173300
NA,PhHAL.7G173400
NA,PhHAL.7G173500
NA,PhHAL.7G185400
NA,PhHAL.7G192700
NA,PhHAL.7G195100
NA,PhHAL.7G199200
NA,PhHAL.7G200900
NA,PhHAL.7G209200
NA,PhHAL.7G209300
NA,PhHAL.7G210700
NA,PhHAL.7G212900
NA,PhHAL.7G213000
NA,PhHAL.7G213400
NA,PhHAL.7G213500
NA,PhHAL.7G213900
NA,PhHAL.7G215000
NA,PhHAL.7G217200
NA,PhHAL.7G218200
NA,PhHAL.7G220000
NA,PhHAL.7G220800
NA,PhHAL.7G224000
NA,PhHAL.7G229900
NA,PhHAL.7G230000
NA,PhHAL.7G230200
NA,PhHAL.7G232000
NA,PhHAL.7G233400
NA,PhHAL.7G241100
NA,PhHAL.7G241200
NA,PhHAL.7G243000
NA,PhHAL.7G245900
NA,PhHAL.7G246400
NA,PhHAL.7G248100
NA,PhHAL.7G249600
NA,PhHAL.7G255700
NA,PhHAL.7G256700
NA,PhHAL.7G258400
NA,PhHAL.7G262600
NA,PhHAL.7G263200
NA,PhHAL.7G264800
NA,PhHAL.7G268600
NA,PhHAL.7G271100
NA,PhHAL.7G274000
NA,PhHAL.7G275000
NA,PhHAL.7G277900
NA,PhHAL.7G279100
NA,PhHAL.7G287600
NA,PhHAL.7G289000
NA,PhHAL.7G291200
NA,PhHAL.7G293400
NA,PhHAL.7G293600
NA,PhHAL.7G295500
NA,PhHAL.7G295600
NA,PhHAL.7G296500
NA,PhHAL.7G297400
NA,PhHAL.7G297500
NA,PhHAL.7G303100
NA,PhHAL.7G304300
NA,PhHAL.7G304700
NA,PhHAL.7G304900
NA,PhHAL.7G305000
NA,PhHAL.7G309100
NA,PhHAL.7G314400
NA,PhHAL.7G314800
NA,PhHAL.7G319000
NA,PhHAL.7G321100
NA,PhHAL.7G321300
NA,PhHAL.7G321600
NA,PhHAL.7G321800
NA,PhHAL.7G322900
NA,PhHAL.7G329100
NA,PhHAL.7G329300
NA,PhHAL.7G329800
NA,PhHAL.7G336400
NA,PhHAL.7G338700
NA,PhHAL.7G343500
NA,PhHAL.7G345800
NA,PhHAL.7G346400
NA,PhHAL.8G000100
NA,PhHAL.8G000300
NA,PhHAL.8G000700
NA,PhHAL.8G001000
NA,PhHAL.8G001300
NA,PhHAL.8G001700
NA,PhHAL.8G002100
NA,PhHAL.8G002400
NA,PhHAL.8G002600
NA,PhHAL.8G002800
NA,PhHAL.8G003100
NA,PhHAL.8G003400
NA,PhHAL.8G003500
NA,PhHAL.8G004000
NA,PhHAL.8G004100
NA,PhHAL.8G004200
NA,PhHAL.8G004300
NA,PhHAL.8G004400
NA,PhHAL.8G004800
NA,PhHAL.8G004900
NA,PhHAL.8G005300
NA,PhHAL.8G005400
NA,PhHAL.8G005800
NA,PhHAL.8G006600
NA,PhHAL.8G007200
NA,PhHAL.8G007400
NA,PhHAL.8G007600
NA,PhHAL.8G007700
NA,PhHAL.8G008300
NA,PhHAL.8G009700
NA,PhHAL.8G009800
NA,PhHAL.8G010100
NA,PhHAL.8G010300
NA,PhHAL.8G010600
NA,PhHAL.8G010800
NA,PhHAL.8G011200
NA,PhHAL.8G011300
NA,PhHAL.8G011400
NA,PhHAL.8G011900
NA,PhHAL.8G012100
NA,PhHAL.8G014900
NA,PhHAL.8G015200
NA,PhHAL.8G015700
NA,PhHAL.8G016000
NA,PhHAL.8G016100
NA,PhHAL.8G016900
NA,PhHAL.8G018900
NA,PhHAL.8G019300
NA,PhHAL.8G019400
NA,PhHAL.8G020000
NA,PhHAL.8G020500
NA,PhHAL.8G021000
NA,PhHAL.8G021900
NA,PhHAL.8G022000
NA,PhHAL.8G023600
NA,PhHAL.8G024100
NA,PhHAL.8G024300
NA,PhHAL.8G026500
NA,PhHAL.8G027200
NA,PhHAL.8G030900
NA,PhHAL.8G031800
NA,PhHAL.8G032600
NA,PhHAL.8G033000
NA,PhHAL.8G035300
NA,PhHAL.8G035400
NA,PhHAL.8G036500
NA,PhHAL.8G038300
NA,PhHAL.8G041000
NA,PhHAL.8G041100
NA,PhHAL.8G041200
NA,PhHAL.8G041300
NA,PhHAL.8G044100
NA,PhHAL.8G045900
NA,PhHAL.8G046600
NA,PhHAL.8G047900
NA,PhHAL.8G048000
NA,PhHAL.8G048400
NA,PhHAL.8G052800
NA,PhHAL.8G052900
NA,PhHAL.8G053300
NA,PhHAL.8G053900
NA,PhHAL.8G054700
NA,PhHAL.8G059300
NA,PhHAL.8G060300
NA,PhHAL.8G060400
NA,PhHAL.8G060600
NA,PhHAL.8G060900
NA,PhHAL.8G061100
NA,PhHAL.8G061200
NA,PhHAL.8G064100
NA,PhHAL.8G066500
NA,PhHAL.8G068700
NA,PhHAL.8G071700
NA,PhHAL.8G071900
NA,PhHAL.8G072200
NA,PhHAL.8G073500
NA,PhHAL.8G074300
NA,PhHAL.8G074600
NA,PhHAL.8G075800
NA,PhHAL.8G076200
NA,PhHAL.8G076700
NA,PhHAL.8G076800
NA,PhHAL.8G076900
NA,PhHAL.8G077000
NA,PhHAL.8G077300
NA,PhHAL.8G077800
NA,PhHAL.8G079400
NA,PhHAL.8G080800
NA,PhHAL.8G085200
NA,PhHAL.8G087000
NA,PhHAL.8G090700
NA,PhHAL.8G091400
NA,PhHAL.8G098900
NA,PhHAL.8G100600
NA,PhHAL.8G100700
NA,PhHAL.8G102600
NA,PhHAL.8G105700
NA,PhHAL.8G106200
NA,PhHAL.8G106300
NA,PhHAL.8G109500
NA,PhHAL.8G109600
NA,PhHAL.8G111500
NA,PhHAL.8G111600
NA,PhHAL.8G112000
NA,PhHAL.8G112100
NA,PhHAL.8G112400
NA,PhHAL.8G113500
NA,PhHAL.8G122500
NA,PhHAL.8G122800
NA,PhHAL.8G123400
NA,PhHAL.8G123500
NA,PhHAL.8G124000
NA,PhHAL.8G125200
NA,PhHAL.8G125600
NA,PhHAL.8G127900
NA,PhHAL.8G128000
NA,PhHAL.8G137600
NA,PhHAL.8G140100
NA,PhHAL.8G142900
NA,PhHAL.8G143100
NA,PhHAL.8G143900
NA,PhHAL.8G144700
NA,PhHAL.8G144800
NA,PhHAL.8G146100
NA,PhHAL.8G148800
NA,PhHAL.8G150200
NA,PhHAL.8G151300
NA,PhHAL.8G152200
NA,PhHAL.8G155900
NA,PhHAL.8G159900
NA,PhHAL.8G160000
NA,PhHAL.8G163800
NA,PhHAL.8G163900
NA,PhHAL.8G167200
NA,PhHAL.8G167400
NA,PhHAL.8G168000
NA,PhHAL.8G172900
NA,PhHAL.8G174600
NA,PhHAL.8G175000
NA,PhHAL.8G176800
NA,PhHAL.8G178700
NA,PhHAL.8G179300
NA,PhHAL.8G183400
NA,PhHAL.8G183900
NA,PhHAL.8G184000
NA,PhHAL.8G184400
NA,PhHAL.8G184800
NA,PhHAL.8G185300
NA,PhHAL.8G187200
NA,PhHAL.8G187700
NA,PhHAL.8G188200
NA,PhHAL.8G190300
NA,PhHAL.8G190400
NA,PhHAL.8G191700
NA,PhHAL.8G193200
NA,PhHAL.8G193800
NA,PhHAL.8G193900
